polarity	predict	P(s=-1)	P(s=1)
-1	-1	0.71298	0.28702
1	1	0.44390	0.55610
-1	1	0.34960	0.65040
-1	-1	0.65751	0.34249
1	1	0.39640	0.60360
1	-1	0.58443	0.41557
-1	1	0.32166	0.67834
-1	-1	0.74892	0.25108
-1	1	0.48786	0.51214
-1	-1	0.94385	0.05615
-1	-1	0.69508	0.30492
1	1	0.33869	0.66131
-1	-1	0.55065	0.44935
1	1	0.29460	0.70540
-1	-1	0.74956	0.25044
-1	-1	0.73974	0.26026
-1	-1	0.71320	0.28680
1	1	0.14735	0.85265
1	1	0.15962	0.84038
-1	-1	0.76753	0.23247
1	1	0.20217	0.79783
-1	-1	0.77768	0.22232
-1	-1	0.62151	0.37849
-1	-1	0.61855	0.38145
-1	-1	0.75670	0.24330
1	1	0.26762	0.73238
-1	-1	0.80912	0.19088
-1	-1	0.57806	0.42194
-1	-1	0.70986	0.29014
-1	-1	0.67222	0.32778
1	1	0.48022	0.51978
-1	-1	0.82216	0.17784
-1	1	0.40437	0.59563
1	1	0.19206	0.80794
-1	-1	0.58471	0.41529
-1	-1	0.68387	0.31613
1	1	0.41597	0.58403
-1	-1	0.76246	0.23754
1	1	0.31853	0.68147
1	1	0.16777	0.83223
1	1	0.41773	0.58227
-1	-1	0.73661	0.26339
1	1	0.40647	0.59353
1	1	0.35759	0.64241
1	1	0.22189	0.77811
-1	-1	0.62094	0.37906
-1	1	0.49107	0.50893
-1	-1	0.55849	0.44151
-1	-1	0.80665	0.19335
-1	1	0.47073	0.52927
1	1	0.30901	0.69099
1	1	0.30625	0.69375
1	1	0.35550	0.64450
-1	-1	0.80715	0.19285
1	1	0.39123	0.60877
-1	-1	0.71224	0.28776
1	1	0.17480	0.82520
-1	-1	0.69955	0.30045
1	1	0.43971	0.56029
1	1	0.28803	0.71197
-1	-1	0.64137	0.35863
1	1	0.16075	0.83925
-1	-1	0.60651	0.39349
-1	1	0.41582	0.58418
1	1	0.22161	0.77839
1	1	0.46527	0.53473
-1	-1	0.73832	0.26168
1	1	0.38268	0.61732
-1	-1	0.63542	0.36458
1	1	0.26432	0.73568
-1	-1	0.53621	0.46379
-1	-1	0.61992	0.38008
1	1	0.17619	0.82381
-1	-1	0.59070	0.40930
-1	1	0.35202	0.64798
1	1	0.37218	0.62782
1	1	0.48028	0.51972
1	-1	0.51734	0.48266
1	1	0.40271	0.59729
-1	-1	0.66159	0.33841
-1	-1	0.51617	0.48383
-1	-1	0.77149	0.22851
1	-1	0.61253	0.38747
1	1	0.37357	0.62643
-1	-1	0.75643	0.24357
1	-1	0.63345	0.36655
1	1	0.46699	0.53301
1	1	0.35317	0.64683
-1	-1	0.70496	0.29504
1	1	0.41314	0.58686
1	1	0.15183	0.84817
1	1	0.43732	0.56268
-1	-1	0.62761	0.37239
-1	-1	0.63013	0.36987
1	1	0.36361	0.63639
-1	-1	0.65283	0.34717
1	1	0.21085	0.78915
1	1	0.32984	0.67016
-1	-1	0.72376	0.27624
1	1	0.31462	0.68538
-1	-1	0.87124	0.12876
1	-1	0.53937	0.46063
1	1	0.27744	0.72256
1	1	0.22072	0.77928
1	1	0.34534	0.65466
-1	-1	0.51293	0.48707
1	1	0.34797	0.65203
-1	-1	0.51296	0.48704
-1	-1	0.73529	0.26471
-1	1	0.46708	0.53292
-1	-1	0.58116	0.41884
-1	-1	0.59442	0.40558
-1	-1	0.72418	0.27582
-1	-1	0.73044	0.26956
1	1	0.30325	0.69675
-1	-1	0.78333	0.21667
1	1	0.25245	0.74755
1	1	0.26170	0.73830
1	-1	0.72019	0.27981
-1	-1	0.74230	0.25770
-1	-1	0.63312	0.36688
1	1	0.28038	0.71962
1	1	0.20922	0.79078
1	1	0.37131	0.62869
-1	-1	0.84827	0.15173
-1	1	0.44768	0.55232
-1	-1	0.79362	0.20638
1	1	0.26111	0.73889
-1	-1	0.72446	0.27554
1	1	0.37633	0.62367
-1	-1	0.58865	0.41135
1	1	0.24702	0.75298
1	1	0.15329	0.84671
-1	-1	0.50800	0.49200
1	1	0.41979	0.58021
1	1	0.45433	0.54567
1	-1	0.50713	0.49287
-1	-1	0.73515	0.26485
-1	-1	0.81578	0.18422
-1	-1	0.71313	0.28687
1	-1	0.52526	0.47474
1	1	0.43135	0.56865
1	1	0.32157	0.67843
1	-1	0.58793	0.41207
-1	-1	0.58364	0.41636
-1	-1	0.64881	0.35119
-1	-1	0.65470	0.34530
-1	-1	0.63380	0.36620
-1	-1	0.67741	0.32259
-1	1	0.41714	0.58286
1	1	0.42863	0.57137
-1	-1	0.60354	0.39646
-1	-1	0.85632	0.14368
-1	-1	0.53668	0.46332
1	1	0.28030	0.71970
-1	-1	0.50554	0.49446
1	1	0.31715	0.68285
1	1	0.35650	0.64350
-1	-1	0.51760	0.48240
1	1	0.30869	0.69131
-1	-1	0.53330	0.46670
-1	-1	0.78360	0.21640
-1	-1	0.75929	0.24071
1	1	0.49057	0.50943
-1	-1	0.58266	0.41734
1	-1	0.60307	0.39693
1	1	0.36370	0.63630
1	1	0.31965	0.68035
1	1	0.19831	0.80169
1	-1	0.50346	0.49654
-1	1	0.49243	0.50757
1	1	0.42977	0.57023
1	1	0.35567	0.64433
1	1	0.32142	0.67858
-1	-1	0.68196	0.31804
1	1	0.19348	0.80652
1	1	0.21867	0.78133
-1	-1	0.60564	0.39436
-1	-1	0.67310	0.32690
1	1	0.30236	0.69764
-1	-1	0.85158	0.14842
-1	-1	0.68802	0.31198
1	-1	0.56094	0.43906
1	1	0.47090	0.52910
1	1	0.21803	0.78197
-1	-1	0.81900	0.18100
-1	-1	0.73846	0.26154
-1	-1	0.68497	0.31503
-1	-1	0.55546	0.44454
1	1	0.37475	0.62525
-1	-1	0.82275	0.17725
1	1	0.25716	0.74284
-1	1	0.41825	0.58175
1	1	0.30968	0.69032
1	1	0.19085	0.80915
1	1	0.09732	0.90268
-1	-1	0.53185	0.46815
1	1	0.39662	0.60338
1	1	0.34640	0.65360
-1	-1	0.58497	0.41503
1	1	0.30416	0.69584
1	1	0.22849	0.77151
-1	-1	0.63204	0.36796
-1	-1	0.75646	0.24354
-1	-1	0.67545	0.32455
-1	-1	0.61078	0.38922
-1	-1	0.85465	0.14535
-1	-1	0.65274	0.34726
1	1	0.25589	0.74411
-1	-1	0.74800	0.25200
-1	-1	0.75335	0.24665
1	1	0.39020	0.60980
1	1	0.33192	0.66808
-1	-1	0.83801	0.16199
-1	-1	0.81216	0.18784
-1	-1	0.90364	0.09636
1	1	0.19611	0.80389
1	1	0.17075	0.82925
-1	-1	0.67481	0.32519
-1	-1	0.70462	0.29538
-1	-1	0.92959	0.07041
-1	-1	0.73556	0.26444
-1	-1	0.74190	0.25810
-1	-1	0.54452	0.45548
1	1	0.26615	0.73385
-1	-1	0.62860	0.37140
-1	-1	0.68661	0.31339
1	-1	0.54712	0.45288
1	1	0.38477	0.61523
1	1	0.16493	0.83507
-1	-1	0.57218	0.42782
1	1	0.28396	0.71604
-1	-1	0.53839	0.46161
1	1	0.33965	0.66035
1	1	0.22921	0.77079
-1	-1	0.70293	0.29707
-1	-1	0.76890	0.23110
-1	-1	0.94423	0.05577
1	1	0.38334	0.61666
1	1	0.14932	0.85068
-1	-1	0.61435	0.38565
-1	-1	0.85508	0.14492
1	1	0.11388	0.88612
1	1	0.24667	0.75333
-1	-1	0.68775	0.31225
-1	-1	0.78277	0.21723
-1	-1	0.54331	0.45669
-1	1	0.46392	0.53608
-1	1	0.44505	0.55495
1	1	0.30995	0.69005
-1	-1	0.65174	0.34826
1	1	0.42102	0.57898
1	1	0.12686	0.87314
1	1	0.24140	0.75860
-1	-1	0.60140	0.39860
1	1	0.26795	0.73205
-1	1	0.48435	0.51565
1	1	0.26618	0.73382
-1	-1	0.67906	0.32094
-1	-1	0.54646	0.45354
1	1	0.34845	0.65155
1	1	0.29385	0.70615
-1	-1	0.74444	0.25556
1	1	0.21240	0.78760
1	1	0.25115	0.74885
1	1	0.39465	0.60535
-1	-1	0.81125	0.18875
-1	-1	0.73941	0.26059
1	1	0.29267	0.70733
-1	-1	0.74296	0.25704
-1	-1	0.60849	0.39151
1	1	0.44685	0.55315
-1	-1	0.74707	0.25293
-1	-1	0.50528	0.49472
1	1	0.46447	0.53553
-1	-1	0.59830	0.40170
-1	-1	0.69207	0.30793
-1	-1	0.71632	0.28368
-1	-1	0.84168	0.15832
-1	-1	0.67922	0.32078
1	1	0.23803	0.76197
-1	-1	0.51729	0.48271
-1	-1	0.52752	0.47248
1	1	0.43733	0.56267
-1	-1	0.74884	0.25116
1	1	0.43802	0.56198
-1	-1	0.63344	0.36656
-1	-1	0.82625	0.17375
-1	-1	0.64986	0.35014
1	1	0.41923	0.58077
-1	-1	0.75832	0.24168
-1	-1	0.53075	0.46925
1	1	0.18059	0.81941
-1	-1	0.71717	0.28283
-1	-1	0.75845	0.24155
-1	-1	0.67645	0.32355
-1	-1	0.58909	0.41091
-1	-1	0.60306	0.39694
1	1	0.20230	0.79770
-1	1	0.44499	0.55501
1	1	0.20371	0.79629
1	1	0.24660	0.75340
1	1	0.26730	0.73270
1	1	0.20548	0.79452
1	1	0.34098	0.65902
1	1	0.42151	0.57849
-1	-1	0.66918	0.33082
-1	-1	0.52884	0.47116
1	1	0.23612	0.76388
1	1	0.15880	0.84120
1	1	0.34476	0.65524
-1	-1	0.62006	0.37994
-1	-1	0.62439	0.37561
1	1	0.45709	0.54291
1	1	0.34460	0.65540
1	1	0.29060	0.70940
-1	-1	0.68170	0.31830
-1	-1	0.69910	0.30090
-1	-1	0.61922	0.38078
-1	-1	0.56425	0.43575
1	1	0.11108	0.88892
1	-1	0.62681	0.37319
-1	-1	0.79630	0.20370
1	1	0.29934	0.70066
-1	-1	0.83225	0.16775
-1	-1	0.73541	0.26459
-1	1	0.47411	0.52589
1	1	0.45778	0.54222
1	1	0.34073	0.65927
1	1	0.48491	0.51509
-1	-1	0.57221	0.42779
1	1	0.13746	0.86254
1	1	0.23546	0.76454
1	1	0.31480	0.68520
-1	-1	0.62194	0.37806
-1	-1	0.68702	0.31298
1	1	0.44191	0.55809
1	1	0.38096	0.61904
1	-1	0.52455	0.47545
1	1	0.11156	0.88844
1	1	0.38144	0.61856
-1	-1	0.80552	0.19448
1	1	0.27352	0.72648
-1	-1	0.84867	0.15133
-1	-1	0.58877	0.41123
-1	-1	0.82338	0.17662
1	1	0.36126	0.63874
-1	1	0.49473	0.50527
1	1	0.22502	0.77498
1	1	0.32234	0.67766
1	1	0.13067	0.86933
-1	-1	0.58592	0.41408
1	1	0.20618	0.79382
-1	-1	0.59915	0.40085
-1	-1	0.62587	0.37413
-1	-1	0.66419	0.33581
-1	-1	0.56361	0.43639
1	1	0.43687	0.56313
1	1	0.21634	0.78366
-1	-1	0.72851	0.27149
1	1	0.34724	0.65276
1	1	0.20426	0.79574
1	-1	0.59852	0.40148
1	1	0.21023	0.78977
1	1	0.34535	0.65465
-1	-1	0.75554	0.24446
-1	-1	0.77600	0.22400
-1	-1	0.82448	0.17552
1	1	0.17686	0.82314
1	1	0.45894	0.54106
1	1	0.34571	0.65429
-1	-1	0.69553	0.30447
-1	-1	0.75691	0.24309
-1	-1	0.56866	0.43134
-1	-1	0.76626	0.23374
-1	1	0.47030	0.52970
1	1	0.35532	0.64468
1	1	0.38820	0.61180
1	1	0.14900	0.85100
-1	1	0.31808	0.68192
-1	-1	0.63556	0.36444
1	1	0.31728	0.68272
1	1	0.24117	0.75883
-1	-1	0.62758	0.37242
-1	-1	0.63954	0.36046
-1	-1	0.62917	0.37083
-1	-1	0.69480	0.30520
1	1	0.30015	0.69985
1	1	0.34908	0.65092
1	1	0.38541	0.61459
-1	-1	0.51088	0.48912
-1	-1	0.80778	0.19222
-1	-1	0.59728	0.40272
-1	1	0.44731	0.55269
-1	-1	0.63242	0.36758
1	1	0.31997	0.68003
1	1	0.33879	0.66121
-1	-1	0.56794	0.43206
-1	-1	0.54548	0.45452
1	-1	0.54847	0.45153
-1	-1	0.64956	0.35044
-1	-1	0.80166	0.19834
-1	-1	0.72757	0.27243
1	1	0.42385	0.57615
-1	-1	0.85863	0.14137
-1	-1	0.77977	0.22023
1	-1	0.61419	0.38581
1	-1	0.62739	0.37261
-1	-1	0.72455	0.27545
1	1	0.39434	0.60566
1	1	0.38393	0.61607
1	1	0.40081	0.59919
1	1	0.47342	0.52658
1	-1	0.53062	0.46938
-1	1	0.48284	0.51716
1	1	0.16086	0.83914
-1	-1	0.53730	0.46270
-1	-1	0.92771	0.07229
1	1	0.46601	0.53399
1	1	0.42580	0.57420
-1	-1	0.74162	0.25838
-1	-1	0.82630	0.17370
1	1	0.31084	0.68916
1	1	0.22529	0.77471
-1	-1	0.51839	0.48161
-1	-1	0.67222	0.32778
1	1	0.49095	0.50905
1	-1	0.53175	0.46825
-1	-1	0.62662	0.37338
1	1	0.32373	0.67627
-1	-1	0.79832	0.20168
-1	-1	0.67397	0.32603
1	1	0.23839	0.76161
1	1	0.39801	0.60199
-1	-1	0.66698	0.33302
-1	-1	0.85052	0.14948
1	1	0.13052	0.86948
-1	-1	0.58817	0.41183
-1	-1	0.81140	0.18860
1	1	0.20115	0.79885
-1	1	0.48187	0.51813
-1	-1	0.78385	0.21615
-1	1	0.45797	0.54203
1	-1	0.52649	0.47351
1	1	0.43654	0.56346
-1	-1	0.51836	0.48164
1	1	0.22291	0.77709
1	1	0.47322	0.52678
-1	1	0.40984	0.59016
-1	-1	0.69881	0.30119
-1	-1	0.75932	0.24068
1	1	0.26010	0.73990
1	1	0.27565	0.72435
-1	-1	0.68221	0.31779
1	1	0.36879	0.63121
1	1	0.28192	0.71808
-1	-1	0.64252	0.35748
1	1	0.25023	0.74977
1	1	0.32181	0.67819
-1	-1	0.63431	0.36569
1	1	0.36470	0.63530
1	1	0.39101	0.60899
-1	-1	0.74717	0.25283
1	1	0.32315	0.67685
1	1	0.36217	0.63783
-1	-1	0.71955	0.28045
1	1	0.45576	0.54424
1	1	0.47689	0.52311
-1	-1	0.83269	0.16731
1	1	0.21634	0.78366
-1	-1	0.66133	0.33867
1	1	0.44969	0.55031
1	1	0.15741	0.84259
1	1	0.21808	0.78192
1	1	0.11390	0.88610
-1	-1	0.82173	0.17827
-1	-1	0.76004	0.23996
-1	1	0.47233	0.52767
-1	-1	0.78731	0.21269
-1	-1	0.76974	0.23026
1	1	0.35505	0.64495
1	1	0.40078	0.59922
-1	-1	0.72559	0.27441
1	1	0.14084	0.85916
-1	-1	0.77605	0.22395
-1	-1	0.60648	0.39352
-1	1	0.47623	0.52377
1	1	0.45986	0.54014
1	1	0.46656	0.53344
-1	1	0.47973	0.52027
-1	-1	0.61899	0.38101
1	1	0.34291	0.65709
1	1	0.41570	0.58430
-1	1	0.39903	0.60097
1	1	0.24869	0.75131
-1	1	0.41044	0.58956
-1	-1	0.80944	0.19056
1	-1	0.54446	0.45554
1	1	0.24735	0.75265
1	1	0.20650	0.79350
1	1	0.27730	0.72270
1	1	0.19105	0.80895
-1	-1	0.62405	0.37595
-1	-1	0.72249	0.27751
-1	-1	0.68824	0.31176
1	1	0.42595	0.57405
-1	-1	0.61792	0.38208
1	1	0.37941	0.62059
-1	-1	0.65259	0.34741
1	1	0.30752	0.69248
-1	-1	0.79630	0.20370
-1	-1	0.68461	0.31539
1	1	0.32280	0.67720
-1	-1	0.65160	0.34840
1	1	0.33858	0.66142
-1	-1	0.70745	0.29255
1	1	0.36926	0.63074
-1	-1	0.66685	0.33315
-1	-1	0.66623	0.33377
1	1	0.33320	0.66680
-1	-1	0.64901	0.35099
1	1	0.21193	0.78807
1	1	0.35128	0.64872
-1	-1	0.62039	0.37961
-1	-1	0.78640	0.21360
-1	-1	0.67568	0.32432
1	1	0.46044	0.53956
-1	-1	0.67238	0.32762
1	1	0.18145	0.81855
-1	-1	0.76419	0.23581
1	1	0.16027	0.83973
1	1	0.23647	0.76353
-1	-1	0.74814	0.25186
-1	-1	0.84192	0.15808
1	1	0.45803	0.54197
1	1	0.19069	0.80931
1	1	0.37120	0.62880
1	1	0.31432	0.68568
-1	-1	0.61741	0.38259
1	1	0.20595	0.79405
-1	1	0.45601	0.54399
1	1	0.35453	0.64547
-1	-1	0.71286	0.28714
-1	-1	0.64846	0.35154
1	1	0.34090	0.65910
1	1	0.28306	0.71694
-1	1	0.43108	0.56892
1	1	0.44601	0.55399
1	1	0.16849	0.83151
1	1	0.18386	0.81614
1	1	0.39746	0.60254
-1	-1	0.55976	0.44024
-1	-1	0.65304	0.34696
1	1	0.31047	0.68953
1	1	0.45761	0.54239
1	1	0.25009	0.74991
1	1	0.27725	0.72275
-1	-1	0.54162	0.45838
-1	-1	0.75756	0.24244
1	1	0.19294	0.80706
-1	-1	0.56537	0.43463
1	1	0.17945	0.82055
1	1	0.29278	0.70722
-1	1	0.43569	0.56431
-1	-1	0.86421	0.13579
-1	-1	0.60640	0.39360
1	1	0.11982	0.88018
-1	-1	0.69450	0.30550
1	1	0.30092	0.69908
-1	-1	0.73721	0.26279
1	1	0.29988	0.70012
1	1	0.20652	0.79348
-1	-1	0.50954	0.49046
-1	-1	0.52722	0.47278
-1	-1	0.75644	0.24356
-1	-1	0.56750	0.43250
-1	-1	0.74286	0.25714
-1	-1	0.62347	0.37653
-1	-1	0.75488	0.24512
-1	-1	0.78230	0.21770
-1	-1	0.83079	0.16921
1	1	0.29674	0.70326
-1	-1	0.65385	0.34615
-1	-1	0.53517	0.46483
-1	-1	0.81478	0.18522
1	1	0.25775	0.74225
1	1	0.46983	0.53017
-1	-1	0.52941	0.47059
1	1	0.35157	0.64843
-1	-1	0.61968	0.38032
1	-1	0.50095	0.49905
1	1	0.36244	0.63756
1	-1	0.69484	0.30516
1	1	0.23613	0.76387
-1	-1	0.69867	0.30133
1	1	0.31427	0.68573
-1	-1	0.78441	0.21559
1	1	0.29367	0.70633
-1	-1	0.72713	0.27287
-1	-1	0.65441	0.34559
1	1	0.21505	0.78495
-1	-1	0.73508	0.26492
1	1	0.33928	0.66072
1	1	0.36226	0.63774
-1	-1	0.68867	0.31133
-1	-1	0.74110	0.25890
-1	-1	0.81260	0.18740
-1	-1	0.73225	0.26775
1	-1	0.56978	0.43022
1	1	0.28403	0.71597
-1	-1	0.83741	0.16259
1	-1	0.53041	0.46959
1	-1	0.55000	0.45000
1	1	0.43140	0.56860
1	-1	0.79550	0.20450
-1	-1	0.67360	0.32640
-1	-1	0.66374	0.33626
-1	-1	0.70663	0.29337
-1	-1	0.64718	0.35282
-1	-1	0.52745	0.47255
-1	-1	0.65968	0.34032
-1	-1	0.56006	0.43994
-1	1	0.48921	0.51079
1	1	0.44561	0.55439
1	-1	0.61997	0.38003
-1	-1	0.82738	0.17262
-1	-1	0.61693	0.38307
1	1	0.22184	0.77816
1	1	0.31558	0.68442
-1	-1	0.53914	0.46086
1	1	0.26257	0.73743
-1	-1	0.69746	0.30254
1	1	0.40355	0.59645
-1	-1	0.66023	0.33977
-1	-1	0.66227	0.33773
-1	-1	0.60795	0.39205
1	-1	0.59426	0.40574
1	1	0.38096	0.61904
1	1	0.24936	0.75064
1	1	0.23815	0.76185
1	1	0.47487	0.52513
-1	1	0.21714	0.78286
1	1	0.25289	0.74711
-1	-1	0.78672	0.21328
1	1	0.33616	0.66384
-1	-1	0.71961	0.28039
1	1	0.32701	0.67299
-1	-1	0.77799	0.22201
1	1	0.47287	0.52713
-1	-1	0.77072	0.22928
-1	-1	0.79951	0.20049
-1	-1	0.78863	0.21137
-1	-1	0.56280	0.43720
-1	-1	0.56326	0.43674
1	1	0.38227	0.61773
-1	-1	0.74939	0.25061
-1	-1	0.62273	0.37727
-1	-1	0.68758	0.31242
1	1	0.40283	0.59717
1	1	0.21912	0.78088
-1	-1	0.53926	0.46074
1	1	0.30333	0.69667
1	-1	0.54375	0.45625
1	1	0.25854	0.74146
1	1	0.14064	0.85936
1	1	0.22492	0.77508
-1	-1	0.80808	0.19192
-1	-1	0.76526	0.23474
-1	-1	0.73658	0.26342
-1	-1	0.80744	0.19256
1	1	0.22535	0.77465
-1	-1	0.63650	0.36350
1	1	0.24045	0.75955
1	-1	0.52123	0.47877
-1	1	0.48459	0.51541
-1	-1	0.55670	0.44330
-1	-1	0.72352	0.27648
1	1	0.26702	0.73298
-1	-1	0.51603	0.48397
-1	1	0.41410	0.58590
-1	-1	0.69916	0.30084
-1	-1	0.82158	0.17842
-1	-1	0.52593	0.47407
-1	-1	0.83574	0.16426
-1	-1	0.78490	0.21510
-1	-1	0.76469	0.23531
1	1	0.17544	0.82456
-1	-1	0.50248	0.49752
-1	-1	0.56798	0.43202
-1	-1	0.74338	0.25662
1	1	0.32187	0.67813
-1	-1	0.82225	0.17775
-1	-1	0.75774	0.24226
-1	-1	0.63312	0.36688
-1	1	0.42488	0.57512
1	1	0.30484	0.69516
1	1	0.38455	0.61545
-1	-1	0.56958	0.43042
1	-1	0.62130	0.37870
-1	1	0.49496	0.50504
1	1	0.44376	0.55624
-1	-1	0.78291	0.21709
-1	-1	0.77006	0.22994
-1	-1	0.72626	0.27374
-1	-1	0.66399	0.33601
1	1	0.39415	0.60585
-1	-1	0.70913	0.29087
1	1	0.13109	0.86891
-1	-1	0.56683	0.43317
-1	-1	0.81221	0.18779
1	-1	0.55589	0.44411
1	1	0.33308	0.66692
1	1	0.25290	0.74710
-1	-1	0.79238	0.20762
-1	-1	0.59195	0.40805
1	-1	0.60828	0.39172
-1	-1	0.74835	0.25165
-1	-1	0.72097	0.27903
1	1	0.20386	0.79614
1	1	0.38267	0.61733
-1	-1	0.63885	0.36115
-1	-1	0.83093	0.16907
1	-1	0.69695	0.30305
-1	-1	0.74169	0.25831
-1	-1	0.80673	0.19327
-1	-1	0.71533	0.28467
-1	-1	0.52694	0.47306
1	1	0.27863	0.72137
1	1	0.21594	0.78406
-1	-1	0.70851	0.29149
1	1	0.42926	0.57074
1	1	0.09134	0.90866
-1	-1	0.61290	0.38710
1	1	0.23483	0.76517
-1	-1	0.78559	0.21441
1	1	0.28419	0.71581
1	1	0.34889	0.65111
-1	-1	0.87531	0.12469
1	1	0.27717	0.72283
-1	1	0.20686	0.79314
1	1	0.32894	0.67106
1	1	0.40212	0.59788
1	1	0.15703	0.84297
1	1	0.28702	0.71298
-1	-1	0.59212	0.40788
-1	-1	0.76095	0.23905
-1	1	0.46366	0.53634
1	1	0.39121	0.60879
1	1	0.33818	0.66182
-1	-1	0.55313	0.44687
1	1	0.13731	0.86269
-1	-1	0.68488	0.31512
-1	1	0.44721	0.55279
-1	1	0.47058	0.52942
-1	-1	0.65904	0.34096
-1	-1	0.67479	0.32521
1	1	0.35780	0.64220
1	1	0.32538	0.67462
-1	-1	0.64544	0.35456
-1	-1	0.69762	0.30238
1	1	0.35814	0.64186
-1	-1	0.77062	0.22938
-1	-1	0.86158	0.13842
-1	-1	0.71661	0.28339
1	1	0.35687	0.64313
1	1	0.21624	0.78376
1	1	0.36220	0.63780
-1	-1	0.71585	0.28415
-1	-1	0.83141	0.16859
-1	-1	0.51570	0.48430
1	1	0.31888	0.68112
-1	-1	0.65984	0.34016
-1	-1	0.57978	0.42022
1	1	0.37300	0.62700
1	1	0.24067	0.75933
1	1	0.13881	0.86119
-1	-1	0.68151	0.31849
1	-1	0.84677	0.15323
1	1	0.34409	0.65591
1	1	0.11253	0.88747
-1	-1	0.74181	0.25819
1	1	0.43382	0.56618
-1	-1	0.70256	0.29744
-1	-1	0.51986	0.48014
1	-1	0.63319	0.36681
1	1	0.05064	0.94936
1	1	0.47407	0.52593
1	1	0.37865	0.62135
1	1	0.19535	0.80465
1	1	0.47608	0.52392
-1	1	0.47175	0.52825
1	1	0.23346	0.76654
-1	-1	0.68699	0.31301
-1	-1	0.59978	0.40022
1	1	0.42429	0.57571
1	1	0.48935	0.51065
-1	1	0.41380	0.58620
1	1	0.12389	0.87611
1	1	0.30409	0.69591
-1	-1	0.56782	0.43218
-1	-1	0.89495	0.10505
1	1	0.13356	0.86644
1	1	0.27157	0.72843
-1	-1	0.61944	0.38056
1	1	0.20656	0.79344
-1	1	0.33343	0.66657
-1	1	0.47936	0.52064
1	1	0.33319	0.66681
1	1	0.34768	0.65232
-1	-1	0.82443	0.17557
-1	-1	0.66465	0.33535
1	1	0.14108	0.85892
1	1	0.36585	0.63415
-1	-1	0.67754	0.32246
1	1	0.42193	0.57807
-1	-1	0.85822	0.14178
1	1	0.37973	0.62027
1	-1	0.54876	0.45124
-1	-1	0.74767	0.25233
-1	-1	0.63204	0.36796
1	1	0.33164	0.66836
-1	-1	0.78620	0.21380
1	1	0.43999	0.56001
1	1	0.29735	0.70265
1	1	0.22813	0.77187
1	1	0.27486	0.72514
-1	-1	0.87517	0.12483
-1	1	0.43850	0.56150
1	1	0.33774	0.66226
1	1	0.41038	0.58962
1	-1	0.55424	0.44576
-1	1	0.46769	0.53231
1	1	0.44723	0.55277
-1	-1	0.50074	0.49926
1	-1	0.59201	0.40799
-1	-1	0.53591	0.46409
-1	1	0.40267	0.59733
-1	-1	0.72469	0.27531
1	1	0.37373	0.62627
1	1	0.32084	0.67916
-1	1	0.47097	0.52903
1	1	0.31199	0.68801
1	1	0.22813	0.77187
-1	-1	0.79043	0.20957
1	1	0.44765	0.55235
-1	-1	0.63399	0.36601
-1	-1	0.73856	0.26144
-1	-1	0.69171	0.30829
-1	-1	0.59505	0.40495
-1	-1	0.83135	0.16865
-1	-1	0.65776	0.34224
1	1	0.45653	0.54347
-1	-1	0.68005	0.31995
-1	-1	0.68538	0.31462
1	1	0.29873	0.70127
-1	1	0.42864	0.57136
1	1	0.15188	0.84812
-1	-1	0.61580	0.38420
1	1	0.41047	0.58953
1	1	0.21028	0.78972
1	-1	0.59385	0.40615
1	1	0.40687	0.59313
1	1	0.36859	0.63141
-1	1	0.34381	0.65619
1	1	0.12618	0.87382
-1	-1	0.72956	0.27044
-1	-1	0.81637	0.18363
-1	-1	0.88438	0.11562
-1	-1	0.54767	0.45233
-1	-1	0.59251	0.40749
-1	-1	0.78211	0.21789
1	1	0.20741	0.79259
1	1	0.23159	0.76841
1	1	0.12089	0.87911
1	1	0.37306	0.62694
-1	-1	0.64667	0.35333
1	1	0.28941	0.71059
1	1	0.48862	0.51138
-1	-1	0.90249	0.09751
-1	-1	0.77781	0.22219
1	1	0.22982	0.77018
1	1	0.37647	0.62353
1	1	0.11219	0.88781
1	1	0.18894	0.81106
1	1	0.27346	0.72654
1	1	0.25429	0.74571
-1	-1	0.72963	0.27037
1	1	0.24450	0.75550
1	1	0.25584	0.74416
1	1	0.47149	0.52851
-1	-1	0.85458	0.14542
-1	-1	0.62605	0.37395
-1	-1	0.52524	0.47476
-1	-1	0.64667	0.35333
1	1	0.37594	0.62406
-1	-1	0.73986	0.26014
-1	-1	0.80967	0.19033
1	-1	0.55560	0.44440
-1	1	0.34061	0.65939
-1	-1	0.68547	0.31453
1	1	0.27450	0.72550
-1	-1	0.71959	0.28041
-1	-1	0.73008	0.26992
1	1	0.16524	0.83476
1	1	0.33126	0.66874
-1	-1	0.50069	0.49931
-1	-1	0.74316	0.25684
-1	-1	0.61521	0.38479
-1	-1	0.61945	0.38055
-1	-1	0.68907	0.31093
1	-1	0.53748	0.46252
-1	1	0.43319	0.56681
1	1	0.36757	0.63243
1	1	0.32321	0.67679
1	1	0.41243	0.58757
-1	-1	0.83947	0.16053
-1	-1	0.75076	0.24924
-1	-1	0.72181	0.27819
-1	-1	0.80723	0.19277
1	1	0.38289	0.61711
1	1	0.22136	0.77864
-1	-1	0.51100	0.48900
1	1	0.21741	0.78259
-1	-1	0.66602	0.33398
-1	-1	0.66193	0.33807
-1	-1	0.66115	0.33885
-1	-1	0.80536	0.19464
1	1	0.43217	0.56783
1	1	0.37208	0.62792
